,_index,uid,instance_type,instance_category,instance_generation,release_month,release_year,product_page,announcement_url,date,Instance,Memory (GiB),Processor,vCPUs,CPU cores,Threads per core,Accelerator count,Accelerators,Accelerator memory,category
69,78,476cbc05e5fd8328,r4.2xlarge,Memory Optimized,Previous generation,November,2016,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2016/11/introducing-amazon-ec2-r4-instances-the-next-generation-of-memory-optimized-instances/,2016-11-01,r4.2xlarge,61.0,Intel Broadwell E5-2686v4,8,4,2,,,,previous
70,79,7e534c8f5b14d060,r4.4xlarge,Memory Optimized,Previous generation,November,2016,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2016/11/introducing-amazon-ec2-r4-instances-the-next-generation-of-memory-optimized-instances/,2016-11-01,r4.4xlarge,122.0,Intel Broadwell E5-2686v4,16,8,2,,,,previous
71,80,951ca0bfcebcbc6c,r4.8xlarge,Memory Optimized,Previous generation,November,2016,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2016/11/introducing-amazon-ec2-r4-instances-the-next-generation-of-memory-optimized-instances/,2016-11-01,r4.8xlarge,244.0,Intel Broadwell E5-2686v4,32,16,2,,,,previous
72,81,e86df16876363592,r4.16xlarge,Memory Optimized,Previous generation,November,2016,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2016/11/introducing-amazon-ec2-r4-instances-the-next-generation-of-memory-optimized-instances/,2016-11-01,r4.16xlarge,488.0,Intel Broadwell E5-2686v4,64,32,2,,,,previous
73,82,4c7b31a7407305f7,t2.xlarge,General Purpose,Current generation,November,2016,https://aws.amazon.com/ec2/instance-types/t2/,https://aws.amazon.com/about-aws/whats-new/2016/11/introducing-t2-xlarge-and-t2-2xlarge-two-new-larger-burstable-amazon-ec2-instances/,2016-11-01,t2.xlarge,16.0,Intel Broadwell E5-2686v4,4,4,1,,,,general
74,83,0e47d6055937cbfa,t2.2xlarge,General Purpose,Current generation,November,2016,https://aws.amazon.com/ec2/instance-types/t2/,https://aws.amazon.com/about-aws/whats-new/2016/11/introducing-t2-xlarge-and-t2-2xlarge-two-new-larger-burstable-amazon-ec2-instances/,2016-11-01,t2.2xlarge,32.0,Intel Broadwell E5-2686v4,8,8,1,,,,general
75,84,83536faa73c3d995,g3.4xlarge,Accelerated Computing,Previous generation,July,2017,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2017/07/introducing-amazon-ec2-g3-instances-the-next-generation-of-gpu-powered-instances-for-graphics-intensive-applications/,2017-07-01,g3.4xlarge,122.0,Intel Xeon E5-2686v4,16,8,2,1.0,NVIDIA M60 GPU,8.0,previous
76,85,d0587cdfcbfc0e26,g3.8xlarge,Accelerated Computing,Previous generation,July,2017,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2017/07/introducing-amazon-ec2-g3-instances-the-next-generation-of-gpu-powered-instances-for-graphics-intensive-applications/,2017-07-01,g3.8xlarge,244.0,Intel Xeon E5-2686v4,32,16,2,2.0,NVIDIA M60 GPU,16.0,previous
77,86,4daeb6c1cd154adf,g3.16xlarge,Accelerated Computing,Previous generation,July,2017,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2017/07/introducing-amazon-ec2-g3-instances-the-next-generation-of-gpu-powered-instances-for-graphics-intensive-applications/,2017-07-01,g3.16xlarge,488.0,Intel Xeon E5-2686v4,64,32,2,4.0,NVIDIA M60 GPU,32.0,previous
78,87,e48c3e646a66f11e,x1e.32xlarge,Memory Optimized,Current generation,September,2017,https://aws.amazon.com/ec2/instance-types/x1e/,https://aws.amazon.com/about-aws/whats-new/2017/09/general-availability-a-new-addition-to-the-largest-amazon-ec2-memory-optimized-x1-instance-family-x1e32xlarge/,2017-09-01,x1e.32xlarge,3904.0,Intel Haswell E7 8880v3,128,64,2,,,,memory
79,88,abdae992e9ffdb12,p3.2xlarge,Accelerated Computing,Current generation,October,2017,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2017/10/introducing-amazon-ec2-p3-instances/,2017-10-01,p3.2xlarge,61.0,Intel Xeon E5-2686v4,8,4,2,1.0,NVIDIA V100,16.0,accelerator
80,89,575ebff884e79a37,p3.8xlarge,Accelerated Computing,Current generation,October,2017,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2017/10/introducing-amazon-ec2-p3-instances/,2017-10-01,p3.8xlarge,244.0,Intel Xeon E5-2686v4,32,16,2,4.0,NVIDIA V100,16.0,accelerator
81,90,514111d9f4ef431d,p3.16xlarge,Accelerated Computing,Current generation,October,2017,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2017/10/introducing-amazon-ec2-p3-instances/,2017-10-01,p3.16xlarge,488.0,Intel Xeon E5-2686v4,64,32,2,8.0,NVIDIA V100,16.0,accelerator
82,91,b6840211caf486a0,x1e.xlarge,Memory Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/x1e/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-new-instance-sizes-to-the-amazon-ec2-x1e-memory-optimized-instance-family/,2017-11-01,x1e.xlarge,122.0,Intel Haswell E7 8880v3,4,2,2,,,,memory
83,92,9bacec6f22ea91e0,x1e.2xlarge,Memory Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/x1e/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-new-instance-sizes-to-the-amazon-ec2-x1e-memory-optimized-instance-family/,2017-11-01,x1e.2xlarge,244.0,Intel Haswell E7 8880v3,8,4,2,,,,memory
84,93,111a6578a5906c42,x1e.4xlarge,Memory Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/x1e/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-new-instance-sizes-to-the-amazon-ec2-x1e-memory-optimized-instance-family/,2017-11-01,x1e.4xlarge,488.0,Intel Haswell E7 8880v3,16,8,2,,,,memory
85,94,de13941d3aa3ab37,x1e.8xlarge,Memory Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/x1e/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-new-instance-sizes-to-the-amazon-ec2-x1e-memory-optimized-instance-family/,2017-11-01,x1e.8xlarge,976.0,Intel Haswell E7 8880v3,32,16,2,,,,memory
86,95,12151d6bab1aaa0b,x1e.16xlarge,Memory Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/x1e/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-new-instance-sizes-to-the-amazon-ec2-x1e-memory-optimized-instance-family/,2017-11-01,x1e.16xlarge,1952.0,Intel Haswell E7 8880v3,64,32,2,,,,memory
87,96,494e90e4c3729f9e,h1.2xlarge,Storage Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/h1/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-h1-instances-the-latest-generation-of-storage-optimized-instances-for-high-performance-big-data-workloads/,2017-11-01,h1.2xlarge,32.0,Intel Broadwell E5-2686v4,8,4,2,,,,storage
88,97,1ab38046b6413888,h1.4xlarge,Storage Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/h1/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-h1-instances-the-latest-generation-of-storage-optimized-instances-for-high-performance-big-data-workloads/,2017-11-01,h1.4xlarge,64.0,Intel Broadwell E5-2686v4,16,8,2,,,,storage
89,98,7422acdeb5313672,h1.8xlarge,Storage Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/h1/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-h1-instances-the-latest-generation-of-storage-optimized-instances-for-high-performance-big-data-workloads/,2017-11-01,h1.8xlarge,128.0,Intel Broadwell E5-2686v4,32,16,2,,,,storage
90,99,3212392751861b63,h1.16xlarge,Storage Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/h1/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-h1-instances-the-latest-generation-of-storage-optimized-instances-for-high-performance-big-data-workloads/,2017-11-01,h1.16xlarge,256.0,Intel Broadwell E5-2686v4,64,32,2,,,,storage
91,100,7cf2575e26412798,i3.metal,Storage Optimized,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/i3/,https://aws.amazon.com/about-aws/whats-new/2017/11/announcing-amazon-ec2-bare-metal-instances-preview/,2017-11-01,i3.metal,512.0,Intel Broadwell E5-2686v4,72,36,2,,,,storage
92,101,40db125abb55292a,m5.large,General Purpose,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-m5-instances/,2017-11-01,m5.large,8.0,Intel Xeon Platinum 8175,2,1,2,,,,general
93,102,d8ebf707e7237b0d,m5.xlarge,General Purpose,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-m5-instances/,2017-11-01,m5.xlarge,16.0,Intel Xeon Platinum 8175,4,2,2,,,,general
94,103,912a2c5485554af2,m5.2xlarge,General Purpose,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-m5-instances/,2017-11-01,m5.2xlarge,32.0,Intel Xeon Platinum 8175,8,4,2,,,,general
95,104,474ac04a8ca8dd64,m5.4xlarge,General Purpose,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-m5-instances/,2017-11-01,m5.4xlarge,64.0,Intel Xeon Platinum 8175,16,8,2,,,,general
96,105,890be86b4072409a,m5.12xlarge,General Purpose,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-m5-instances/,2017-11-01,m5.12xlarge,192.0,Intel Xeon Platinum 8175,48,24,2,,,,general
97,106,eb07869e6f0d70df,m5.24xlarge,General Purpose,Current generation,November,2017,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-m5-instances/,2017-11-01,m5.24xlarge,384.0,Intel Xeon Platinum 8175,96,48,2,,,,general
98,107,9db473d4d5d3aee5,c5d.large,Compute Optimized,Current generation,May,2018,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2018/05/introducing-amazon-ec2-c5d-instances/,2018-05-01,c5d.large,4.0,Intel Xeon Platinum 8124M,2,1,2,,,,compute
99,108,d09264cf3421df6c,c5d.xlarge,Compute Optimized,Current generation,May,2018,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2018/05/introducing-amazon-ec2-c5d-instances/,2018-05-01,c5d.xlarge,8.0,Intel Xeon Platinum 8124M,4,2,2,,,,compute
100,109,2214bd212e798155,c5d.2xlarge,Compute Optimized,Current generation,May,2018,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2018/05/introducing-amazon-ec2-c5d-instances/,2018-05-01,c5d.2xlarge,16.0,Intel Xeon Platinum 8124M,8,4,2,,,,compute
101,110,8184d8abec6256f8,c5d.4xlarge,Compute Optimized,Current generation,May,2018,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2018/05/introducing-amazon-ec2-c5d-instances/,2018-05-01,c5d.4xlarge,32.0,Intel Xeon Platinum 8124M,16,8,2,,,,compute
102,111,321644250c311e7f,c5d.9xlarge,Compute Optimized,Current generation,May,2018,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2018/05/introducing-amazon-ec2-c5d-instances/,2018-05-01,c5d.9xlarge,72.0,Intel Xeon Platinum 8124M,36,18,2,,,,compute
103,112,6e13fffab0b9b5a7,c5d.18xlarge,Compute Optimized,Current generation,May,2018,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2018/05/introducing-amazon-ec2-c5d-instances/,2018-05-01,c5d.18xlarge,144.0,Intel Xeon Platinum 8124M,72,36,2,,,,compute
104,113,a5a6b002142ee1fc,m5d.large,General Purpose,Current generation,June,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/06/introducing-amazon-ec2-m5d-instances/,2018-06-01,m5d.large,8.0,Intel Xeon Platinum 8175,2,1,2,,,,general
105,114,788baf82640d3619,m5d.xlarge,General Purpose,Current generation,June,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/06/introducing-amazon-ec2-m5d-instances/,2018-06-01,m5d.xlarge,16.0,Intel Xeon Platinum 8175,4,2,2,,,,general
106,115,e7b67d5f91b566fc,m5d.2xlarge,General Purpose,Current generation,June,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/06/introducing-amazon-ec2-m5d-instances/,2018-06-01,m5d.2xlarge,32.0,Intel Xeon Platinum 8175,8,4,2,,,,general
107,116,73792c5cd78a2971,m5d.4xlarge,General Purpose,Current generation,June,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/06/introducing-amazon-ec2-m5d-instances/,2018-06-01,m5d.4xlarge,64.0,Intel Xeon Platinum 8175,16,8,2,,,,general
108,117,268e043642f1ff45,m5d.12xlarge,General Purpose,Current generation,June,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/06/introducing-amazon-ec2-m5d-instances/,2018-06-01,m5d.12xlarge,192.0,Intel Xeon Platinum 8175,48,24,2,,,,general
109,118,a812765e2ac5d5f5,m5d.24xlarge,General Purpose,Current generation,June,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/06/introducing-amazon-ec2-m5d-instances/,2018-06-01,m5d.24xlarge,384.0,Intel Xeon Platinum 8175,96,48,2,,,,general
110,119,da0e7b8af4e8eb9e,r5.large,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5.large,16.0,Intel Xeon Platinum 8175,2,1,2,,,,memory
111,120,ba333447e880b376,r5.xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5.xlarge,32.0,Intel Xeon Platinum 8175,4,2,2,,,,memory
112,121,1498c30e6af4458a,r5.2xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5.2xlarge,64.0,Intel Xeon Platinum 8175,8,4,2,,,,memory
113,122,529dca3892928d9e,r5.4xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5.4xlarge,128.0,Intel Xeon Platinum 8175,16,8,2,,,,memory
114,123,4b42d32fe2ace285,r5.12xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5.12xlarge,384.0,Intel Xeon Platinum 8175,48,24,2,,,,memory
115,124,3af0dcd7b4857b9f,r5.24xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5.24xlarge,768.0,Intel Xeon Platinum 8175,96,48,2,,,,memory
116,125,5ae2dbbb5ce044da,r5d.large,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5d.large,16.0,Intel Xeon Platinum 8175,2,1,2,,,,memory
117,126,53c04f94d506e07c,r5d.xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5d.xlarge,32.0,Intel Xeon Platinum 8175,4,2,2,,,,memory
118,127,9c60f6e749005094,r5d.2xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5d.2xlarge,64.0,Intel Xeon Platinum 8175,8,4,2,,,,memory
119,128,67161b2451a0ccfb,r5d.4xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5d.4xlarge,128.0,Intel Xeon Platinum 8175,16,8,2,,,,memory
120,129,a57a627de2aa8389,r5d.12xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5d.12xlarge,384.0,Intel Xeon Platinum 8175,48,24,2,,,,memory
121,130,6e552dc2d1859cb2,r5d.24xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-r5-instances/,2018-07-01,r5d.24xlarge,768.0,Intel Xeon Platinum 8175,96,48,2,,,,memory
122,131,a0703bb3a7906e24,z1d.large,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/z1d/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-z1d-instances/,2018-07-01,z1d.large,16.0,Intel Xeon Platinum 8151,2,1,2,,,,memory
123,132,abc575bb183c19ab,z1d.xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/z1d/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-z1d-instances/,2018-07-01,z1d.xlarge,32.0,Intel Xeon Platinum 8151,4,2,2,,,,memory
124,133,89e7c40f3195a2d2,z1d.2xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/z1d/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-z1d-instances/,2018-07-01,z1d.2xlarge,64.0,Intel Xeon Platinum 8151,8,4,2,,,,memory
125,134,ea2193124cfb728e,z1d.3xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/z1d/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-z1d-instances/,2018-07-01,z1d.3xlarge,96.0,Intel Xeon Platinum 8151,12,6,2,,,,memory
126,135,a82f8a4e80bb5c37,z1d.6xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/z1d/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-z1d-instances/,2018-07-01,z1d.6xlarge,192.0,Intel Xeon Platinum 8151,24,12,2,,,,memory
127,136,9e5941ed43d7fc0d,z1d.12xlarge,Memory Optimized,Current generation,July,2018,https://aws.amazon.com/ec2/instance-types/z1d/,https://aws.amazon.com/about-aws/whats-new/2018/07/introducing-amazon-ec2-z1d-instances/,2018-07-01,z1d.12xlarge,384.0,Intel Xeon Platinum 8151,48,24,2,,,,memory
128,137,0f1a77dc1158cf1c,t3.nano,General Purpose,Current generation,August,2018,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2018/08/introducing-amazon-ec2-t3-instances/,2018-08-01,t3.nano,0.5,Intel Skylake P-8175,2,1,2,,,,general
129,138,3708be03bf4c1585,t3.micro,General Purpose,Current generation,August,2018,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2018/08/introducing-amazon-ec2-t3-instances/,2018-08-01,t3.micro,1.0,Intel Skylake P-8175,2,1,2,,,,general
130,139,e51920bbf7f5a552,t3.small,General Purpose,Current generation,August,2018,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2018/08/introducing-amazon-ec2-t3-instances/,2018-08-01,t3.small,2.0,Intel Skylake P-8175,2,1,2,,,,general
131,140,6cd3e5e755eb1643,t3.medium,General Purpose,Current generation,August,2018,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2018/08/introducing-amazon-ec2-t3-instances/,2018-08-01,t3.medium,4.0,Intel Skylake P-8175,2,1,2,,,,general
132,141,6e9283de63eff5df,t3.large,General Purpose,Current generation,August,2018,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2018/08/introducing-amazon-ec2-t3-instances/,2018-08-01,t3.large,8.0,Intel Skylake P-8175,2,1,2,,,,general
133,142,f97b821002accc14,t3.xlarge,General Purpose,Current generation,August,2018,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2018/08/introducing-amazon-ec2-t3-instances/,2018-08-01,t3.xlarge,16.0,Intel Skylake P-8175,4,2,2,,,,general
134,143,d2f466175a58e5c7,t3.2xlarge,General Purpose,Current generation,August,2018,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2018/08/introducing-amazon-ec2-t3-instances/,2018-08-01,t3.2xlarge,32.0,Intel Skylake P-8175,8,4,2,,,,general
135,144,8d0accd5d01b2263,f1.4xlarge,Accelerated Computing,Current generation,September,2018,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2018/09/amazon-ec2-f1-instances-now-available-in-an-additional-size/,2018-09-01,f1.4xlarge,244.0,Intel Xeon E5-2686v4,16,8,2,2.0,Xilinx Virtex UltraScale (VU9P),64.0,accelerator
136,145,02d2ca9ba4483682,u-6tb1.metal,Memory Optimized,Current generation,September,2018,https://aws.amazon.com/ec2/instance-types/high-memory/,,2018-09-01,u-6tb1.metal,6144.0,Intel Xeon Platinum 8176M,448,224,2,,,,memory
137,146,ce9cf0145fe7e1c9,u-9tb1.metal,Memory Optimized,Current generation,September,2018,https://aws.amazon.com/ec2/instance-types/high-memory/,,2018-09-01,u-9tb1.metal,9216.0,Intel Xeon Platinum 8176M,448,224,2,,,,memory
138,147,7d871f033f2f9aed,u-12tb1.metal,Memory Optimized,Current generation,September,2018,https://aws.amazon.com/ec2/instance-types/high-memory/,,2018-09-01,u-12tb1.metal,12288.0,Intel Xeon Platinum 8176M,448,224,2,,,,memory
139,149,862377e1697ee32a,m5a.large,General Purpose,Current generation,November,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/11/introducing_amazon_ec2_instances_featuring_amd_epyc_processors/,2018-11-01,m5a.large,8.0,AMD EPYC 7571,2,1,2,,,,general
140,150,d9492a8b2c17b251,m5a.xlarge,General Purpose,Current generation,November,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/11/introducing_amazon_ec2_instances_featuring_amd_epyc_processors/,2018-11-01,m5a.xlarge,16.0,AMD EPYC 7571,4,2,2,,,,general
141,151,36cb51bd79707096,m5a.2xlarge,General Purpose,Current generation,November,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/11/introducing_amazon_ec2_instances_featuring_amd_epyc_processors/,2018-11-01,m5a.2xlarge,32.0,AMD EPYC 7571,8,4,2,,,,general
142,152,75c489dee151789a,m5a.4xlarge,General Purpose,Current generation,November,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/11/introducing_amazon_ec2_instances_featuring_amd_epyc_processors/,2018-11-01,m5a.4xlarge,64.0,AMD EPYC 7571,16,8,2,,,,general
143,153,7280462fd47a575a,m5a.12xlarge,General Purpose,Current generation,November,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/11/introducing_amazon_ec2_instances_featuring_amd_epyc_processors/,2018-11-01,m5a.12xlarge,192.0,AMD EPYC 7571,48,24,2,,,,general
144,154,dfc0455e29d248c6,m5a.24xlarge,General Purpose,Current generation,November,2018,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2018/11/introducing_amazon_ec2_instances_featuring_amd_epyc_processors/,2018-11-01,m5a.24xlarge,384.0,AMD EPYC 7571,96,48,2,,,,general
